section_id,section_order,hidden_initial,question_text,field_name,field_type,option_label,option_value,control_type,required,data_next,data_toggle
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2014,2014,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2013,2013,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2012,2012,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2011,2011,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2010,2010,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2009,2009,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2008,2008,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2007,2007,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2006,2006,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2005,2005,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2004,2004,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2003,2003,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2002,2002,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2001,2001,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,2000,2000,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1999,1999,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1998,1998,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1997,1997,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1996,1996,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1995,1995,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1994,1994,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1993,1993,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1992,1992,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1991,1991,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1990,1990,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1989,1989,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1988,1988,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1987,1987,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1986,1986,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1985,1985,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1984,1984,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1983,1983,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1982,1982,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1981,1981,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1980,1980,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1979,1979,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1978,1978,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1977,1977,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1976,1976,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1975,1975,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1974,1974,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1973,1973,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1972,1972,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1971,1971,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1970,1970,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1969,1969,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1968,1968,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1967,1967,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1966,1966,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1965,1965,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1964,1964,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1963,1963,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1962,1962,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1961,1961,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1960,1960,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1959,1959,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1958,1958,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1957,1957,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1956,1956,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1955,1955,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1954,1954,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1953,1953,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1952,1952,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1951,1951,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1950,1950,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1949,1949,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1948,1948,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1947,1947,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1946,1946,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1945,1945,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1944,1944,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1943,1943,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1942,1942,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1941,1941,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1940,1940,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1939,1939,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1938,1938,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1937,1937,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1936,1936,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1935,1935,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1934,1934,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1933,1933,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1932,1932,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1931,1931,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1930,1930,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1929,1929,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1928,1928,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1927,1927,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1926,1926,select,TRUE,,
q0000,1,FALSE,👤 Basisdaten,0003_jahr,select,1925,1925,select,TRUE,,
q1000,2,TRUE,Haben Sie aktuell Beschwerden?,1000,radio,Ja,Ja,radio/checkbox,FALSE,#q1001,
q1000,2,TRUE,Haben Sie aktuell Beschwerden?,1000,radio,Nein,Nein,radio/checkbox,FALSE,#q2000,
q1001,3,TRUE,Wie lange bestehen Ihre Beschwerden?,1001_select,select,Bitte wählen…,,select,FALSE,,#q1002
q1001,3,TRUE,Wie lange bestehen Ihre Beschwerden?,1001_select,select,wenige Tage,wenige Tage,select,FALSE,,#q1002
q1001,3,TRUE,Wie lange bestehen Ihre Beschwerden?,1001_select,select,weniger als 1 Woche,weniger als 1 Woche,select,FALSE,,#q1002
q1001,3,TRUE,Wie lange bestehen Ihre Beschwerden?,1001_select,select,wenige Wochen,wenige Wochen,select,FALSE,,#q1002
q1001,3,TRUE,Wie lange bestehen Ihre Beschwerden?,1001_select,select,wenige Monate,wenige Monate,select,FALSE,,#q1002
q1001,3,TRUE,Wie lange bestehen Ihre Beschwerden?,1001_select,select,länger als ein halbes Jahr,länger als ein halbes Jahr,select,FALSE,,#q1002
q1001,3,TRUE,Wie lange bestehen Ihre Beschwerden?,1001_select,select,seit Jahren,seit Jahren,select,FALSE,,#q1002
q1001,3,TRUE,Wie lange bestehen Ihre Beschwerden?,1001_select,select,weiß nicht,weiß nicht,select,FALSE,,#q1002
q1002,4,TRUE,Wie häufig treten diese Beschwerden auf?,1002_select,select,Bitte wählen…,,select,FALSE,,#q1003
q1002,4,TRUE,Wie häufig treten diese Beschwerden auf?,1002_select,select,selten,selten,select,FALSE,,#q1003
q1002,4,TRUE,Wie häufig treten diese Beschwerden auf?,1002_select,select,unregelmäßig,unregelmäßig,select,FALSE,,#q1003
q1002,4,TRUE,Wie häufig treten diese Beschwerden auf?,1002_select,select,episodisch,episodisch,select,FALSE,,#q1003
q1002,4,TRUE,Wie häufig treten diese Beschwerden auf?,1002_select,select,periodisch / regelmäßig,periodisch / regelmäßig,select,FALSE,,#q1003
q1002,4,TRUE,Wie häufig treten diese Beschwerden auf?,1002_select,select,täglich,täglich,select,FALSE,,#q1003
q1002,4,TRUE,Wie häufig treten diese Beschwerden auf?,1002_select,select,ständig / ununterbrochen,ständig / ununterbrochen,select,FALSE,,#q1003
q1003,5,TRUE,Wodurch werden Ihre Beschwerden ausgelöst?,1003,checkbox,Belastung/Gehen,Belastung/Gehen,radio/checkbox,FALSE,,#q1004
q1003,5,TRUE,Wodurch werden Ihre Beschwerden ausgelöst?,1003,checkbox,Kälteexposition,Kälteexposition,radio/checkbox,FALSE,,#q1004
q1003,5,TRUE,Wodurch werden Ihre Beschwerden ausgelöst?,1003,checkbox,Längeres Stehen oder Sitzen,Längeres Stehen oder Sitzen,radio/checkbox,FALSE,,#q1004
q1003,5,TRUE,Wodurch werden Ihre Beschwerden ausgelöst?,1003,checkbox,Nahrungsaufnahme,Nahrungsaufnahme,radio/checkbox,FALSE,,#q1004
q1003,5,TRUE,Wodurch werden Ihre Beschwerden ausgelöst?,1003,checkbox,Wärme,Wärme,radio/checkbox,FALSE,,#q1004
q1003,5,TRUE,Wodurch werden Ihre Beschwerden ausgelöst?,1003,checkbox,ohne Auslöser,ohne Auslöser,radio/checkbox,FALSE,,#q1004
q1003,5,TRUE,Wodurch werden Ihre Beschwerden ausgelöst?,1003_freitext,text,_ Tragen Sie hier weitere Symptome und Beobachtungen,,input,FALSE,,#q1004
q1004,6,TRUE,Haben sich Ihre Beschwerden verändert?,1004_select,select,Bitte wählen…,,select,FALSE,"#q1005,#q1006,#q2000",
q1004,6,TRUE,Haben sich Ihre Beschwerden verändert?,1004_select,select,abgeklungen,abgeklungen,select,FALSE,"#q1005,#q1006,#q2000",
q1004,6,TRUE,Haben sich Ihre Beschwerden verändert?,1004_select,select,gebessert,gebessert,select,FALSE,"#q1005,#q1006,#q2000",
q1004,6,TRUE,Haben sich Ihre Beschwerden verändert?,1004_select,select,unverändert,unverändert,select,FALSE,"#q1005,#q1006,#q2000",
q1004,6,TRUE,Haben sich Ihre Beschwerden verändert?,1004_select,select,wechselnd,wechselnd,select,FALSE,"#q1005,#q1006,#q2000",
q1004,6,TRUE,Haben sich Ihre Beschwerden verändert?,1004_select,select,zunehmend,zunehmend,select,FALSE,"#q1005,#q1006,#q2000",
q1005,7,TRUE,Haben Sie sonstige Auffälligkeiten?,1005,checkbox,Fieber,Fieber,radio/checkbox,FALSE,,
q1005,7,TRUE,Haben Sie sonstige Auffälligkeiten?,1005,checkbox,Kraftlosigkeit,Kraftlosigkeit,radio/checkbox,FALSE,,
q1005,7,TRUE,Haben Sie sonstige Auffälligkeiten?,1005,checkbox,Nachtschweiß,Nachtschweiß,radio/checkbox,FALSE,,
q1005,7,TRUE,Haben Sie sonstige Auffälligkeiten?,1005,checkbox,ungewollter Gewichtsverlust,ungewollter Gewichtsverlust,radio/checkbox,FALSE,,
q1005,7,TRUE,Haben Sie sonstige Auffälligkeiten?,1005_freitext,text,_ (andere Auffälligkeiten ),,input,FALSE,,
q1105,8,TRUE,Fieber – Tagesprofil,1105_tagesprofil,radio,kontinuierlich,kontinuierlich,radio/checkbox,FALSE,,
q1105,8,TRUE,Fieber – Tagesprofil,1105_tagesprofil,radio,remittierend,remittierend,radio/checkbox,FALSE,,
q1105,8,TRUE,Fieber – Tagesprofil,1105_tagesprofil,radio,intermittierend,intermittierend,radio/checkbox,FALSE,,
q1105,8,TRUE,Fieber – Tagesprofil,1105_schuettelfrost,radio,ja,ja,radio/checkbox,FALSE,,
q1105,8,TRUE,Fieber – Tagesprofil,1105_schuettelfrost,radio,nein,nein,radio/checkbox,FALSE,,
q1205,9,TRUE,Fieber – Höchsttemperatur & Messmethode,1205_tmax_c,number,z. B. 39.2,,input,FALSE,,
q1205,9,TRUE,Fieber – Höchsttemperatur & Messmethode,1205_methode,radio,rektal,rektal,radio/checkbox,FALSE,,
q1205,9,TRUE,Fieber – Höchsttemperatur & Messmethode,1205_methode,radio,oral,oral,radio/checkbox,FALSE,,
q1205,9,TRUE,Fieber – Höchsttemperatur & Messmethode,1205_methode,radio,Gehörgang,Gehörgang,radio/checkbox,FALSE,,
q1305,10,TRUE,Fieber – Begleitsymptome,1305_begleit,checkbox,Nackensteifigkeit,Nackensteifigkeit,radio/checkbox,FALSE,,
q1305,10,TRUE,Fieber – Begleitsymptome,1305_begleit,checkbox,Lichtempfindlichkeit,Lichtempfindlichkeit,radio/checkbox,FALSE,,
q1405,11,TRUE,Fieber – Auslösende Ursachen / Exposition,1405_expo,checkbox,Reise (letzte 4–6 Wochen),Reise (letzte 4–6 Wochen),radio/checkbox,FALSE,,
q1405,11,TRUE,Fieber – Auslösende Ursachen / Exposition,1405_expo,checkbox,Tier-/Zeckenkontakt,Tier-/Zeckenkontakt,radio/checkbox,FALSE,,
q1405,11,TRUE,Fieber – Auslösende Ursachen / Exposition,1405_expo,checkbox,Insektenstiche,Insektenstiche,radio/checkbox,FALSE,,
q1405,11,TRUE,Fieber – Auslösende Ursachen / Exposition,1405_expo,checkbox,Rohmilch,Rohmilch,radio/checkbox,FALSE,,
q1405,11,TRUE,Fieber – Auslösende Ursachen / Exposition,1405_expo,checkbox,Meeresfrüchte,Meeresfrüchte,radio/checkbox,FALSE,,
q1405,11,TRUE,Fieber – Auslösende Ursachen / Exposition,1405_expo,checkbox,Sexuelle Kontakte,Sexuelle Kontakte,radio/checkbox,FALSE,,
q1405,11,TRUE,Fieber – Auslösende Ursachen / Exposition,1405_expo,checkbox,i.v.-Drogen,i.v.-Drogen,radio/checkbox,FALSE,,
q1505,12,TRUE,Gewichtsverlust – Appetit,1505_appetit,radio,normal,normal,radio/checkbox,FALSE,,
q1505,12,TRUE,Gewichtsverlust – Appetit,1505_appetit,radio,vermindert,vermindert,radio/checkbox,FALSE,,
q1505,12,TRUE,Gewichtsverlust – Appetit,1505_appetit,radio,frühe Sättigung,frühe Sättigung,radio/checkbox,FALSE,,
q1605,13,TRUE,Gewichtsverlust – Nahrungsaufnahme,1605_kcal_tag,number,kcal/Tag,,input,FALSE,,
q1605,13,TRUE,Gewichtsverlust – Nahrungsaufnahme,1605_mahlzeiten_tag,number,z. B. 3,,input,FALSE,,
q1605,13,TRUE,Gewichtsverlust – Nahrungsaufnahme,1605_trinkmenge_l,number,z. B. 1.5,,input,FALSE,,
q1705,14,TRUE,Gewichtsverlust – Symptome,1705_sympt,checkbox,Heiserkeit >3 Wo,Heiserkeit >3 Wo,radio/checkbox,FALSE,,
q1705,14,TRUE,Gewichtsverlust – Symptome,1705_sympt,checkbox,Kauprobleme,Kauprobleme,radio/checkbox,FALSE,,
q1705,14,TRUE,Gewichtsverlust – Symptome,1705_sympt,checkbox,neu aufgetretene Hyperpigmentierung,neu aufgetretene Hyperpigmentierung,radio/checkbox,FALSE,,
q1705,14,TRUE,Gewichtsverlust – Symptome,1705_sympt,checkbox,orthostatische Beschwerden,orthostatische Beschwerden,radio/checkbox,FALSE,,
q1705,14,TRUE,Gewichtsverlust – Symptome,1705_sympt,checkbox,rektale Blutung,rektale Blutung,radio/checkbox,FALSE,,
q1705,14,TRUE,Gewichtsverlust – Symptome,1705_sympt,checkbox,Schluckstörungen,Schluckstörungen,radio/checkbox,FALSE,,
q1705,14,TRUE,Gewichtsverlust – Symptome,1705_sympt,checkbox,Schmerzhafte/tastbare Lymphknoten,Schmerzhafte/tastbare Lymphknoten,radio/checkbox,FALSE,,
q1705,14,TRUE,Gewichtsverlust – Symptome,1705_sympt,checkbox,Soor,Soor,radio/checkbox,FALSE,,
q1705,14,TRUE,Gewichtsverlust – Symptome,1705_sympt,checkbox,TBC-Kontakt,TBC-Kontakt,radio/checkbox,FALSE,,
q1705,14,TRUE,Gewichtsverlust – Symptome,1705_sympt,checkbox,vermehrtes Durstgefühl,vermehrtes Durstgefühl,radio/checkbox,FALSE,,
q1805,15,TRUE,starkes Erschöpfungsgefühl,1805_erschoepfung,radio,Ja,ja,radio/checkbox,FALSE,,
q1805,15,TRUE,starkes Erschöpfungsgefühl,1805_erschoepfung,radio,Nein,nein,radio/checkbox,FALSE,,
q1815,16,TRUE,spontanes ungewolltes Einschlafen,1815_einschlafen,radio,Ja,ja,radio/checkbox,FALSE,,
q1815,16,TRUE,spontanes ungewolltes Einschlafen,1815_einschlafen,radio,Nein,nein,radio/checkbox,FALSE,,
q1825,17,TRUE,Aufstehen vom Stuhl ohne Armeinsatz möglich,1825_stuhl_ohne_arme,radio,Ja,ja,radio/checkbox,FALSE,,
q1825,17,TRUE,Aufstehen vom Stuhl ohne Armeinsatz möglich,1825_stuhl_ohne_arme,radio,Nein,nein,radio/checkbox,FALSE,,
q1835,18,TRUE,Kraftlosigkeit – Stürze,1835_stuerze_4w,number,z. B. 0,,input,FALSE,,
q1006,19,TRUE,Welche Beschwerden haben Sie?,1006,checkbox,Angiologische Beschwerden - Durchblutungsprobleme (Blut und Lymphgefäße),Angiologische Beschwerden - Durchblutungsprobleme (Blut und Lymphgefäße),radio/checkbox,FALSE,,#q1010
q1006,19,TRUE,Welche Beschwerden haben Sie?,1006,checkbox,Atemwegs- und Lungenbeschwerden,Atemwegs- und Lungenbeschwerden,radio/checkbox,FALSE,,#q1020
q1006,19,TRUE,Welche Beschwerden haben Sie?,1006,checkbox,Augenbeschwerden,Augenbeschwerden,radio/checkbox,FALSE,,#q1A00
q1006,19,TRUE,Welche Beschwerden haben Sie?,1006,checkbox,Haut und Weichteilbeschwerden (z.B. Wunden/Ekzem),Haut und Weichteilbeschwerden (z.B. Wunden/Ekzem),radio/checkbox,FALSE,,#q1040
q1006,19,TRUE,Welche Beschwerden haben Sie?,1006,checkbox,Herz-Kreislaufbeschwerden,Herz-Kreislaufbeschwerden,radio/checkbox,FALSE,,#q1050
q1006,19,TRUE,Welche Beschwerden haben Sie?,1006,checkbox,HNO Beschwerden,HNO Beschwerden,radio/checkbox,FALSE,,#q1B00
q1006,19,TRUE,Welche Beschwerden haben Sie?,1006,checkbox,Magen-Darm-Beschwerden,Magen-Darm-Beschwerden,radio/checkbox,FALSE,,#q1030
q1006,19,TRUE,Welche Beschwerden haben Sie?,1006,checkbox,Metabolische/Hormonelle Beschwerden,Metabolische/Hormonelle Beschwerden,radio/checkbox,FALSE,,#q1060
q1006,19,TRUE,Welche Beschwerden haben Sie?,1006,checkbox,Muskuloskelettale Beschwerden,Muskuloskelettale Beschwerden,radio/checkbox,FALSE,,#q1070
q1006,19,TRUE,Welche Beschwerden haben Sie?,1006,checkbox,Neurologische Beschwerden,Neurologische Beschwerden,radio/checkbox,FALSE,,#q1080
q1006,19,TRUE,Welche Beschwerden haben Sie?,1006,checkbox,Psychische/Psychosomatische Beschwerden,Psychische/Psychosomatische Beschwerden,radio/checkbox,FALSE,,#q1C00
q1006,19,TRUE,Welche Beschwerden haben Sie?,1006,checkbox,Urologische/Gynäkologische Beschwerden,Urologische/Gynäkologische Beschwerden,radio/checkbox,FALSE,,#q1090
q1010,20,TRUE,Welche angiologischen Beschwerden haben Sie?,1010,checkbox,Einschränkung der Gehstrecke,Einschränkung der Gehstrecke,radio/checkbox,FALSE,,#q1110
q1010,20,TRUE,Welche angiologischen Beschwerden haben Sie?,1010,checkbox,Gefühlsstörungen,Gefühlsstörungen,radio/checkbox,FALSE,,#q1184
q1010,20,TRUE,Welche angiologischen Beschwerden haben Sie?,1010,checkbox,Venenerkrankungen und Gefäßfehlbildungen,Venenerkrankungen und Gefäßfehlbildungen,radio/checkbox,FALSE,,#q1111
q1010,20,TRUE,Welche angiologischen Beschwerden haben Sie?,1010,checkbox,Ödeme,Ödeme,radio/checkbox,FALSE,,#q1112
q1010,20,TRUE,Welche angiologischen Beschwerden haben Sie?,1010,checkbox,Schmerzen,Schmerzen,radio/checkbox,FALSE,,"#q1113,#q1114,#q1115"
q1010,20,TRUE,Welche angiologischen Beschwerden haben Sie?,1010,checkbox,Wunden/Geschwüre,Wunden/Geschwüre,radio/checkbox,FALSE,,"#q1116,#q1117"
q1010,20,TRUE,Welche angiologischen Beschwerden haben Sie?,1010,checkbox,Shuntprobleme,Shuntprobleme,radio/checkbox,FALSE,,
